,City,Colors Reported,Shape Reported,State,Time
69162,Oceanside,RED ORANGE,LIGHT,CA,4/4/2013 21:55
69163,Fowlerton,,,TX,4/4/2013 22:30
69164,New York City,,OTHER,NY,4/4/2013 23:40
69165,Las Vegas,RED,FORMATION,NV,4/5/2013 8:30
69166,Westover,,OTHER,MD,4/5/2013 18:47
69167,Jarrettsville,,CIRCLE,MD,4/5/2013 19:00
69168,Chesterfield,,CIRCLE,MO,4/5/2013 20:00
69169,Sandy,ORANGE,FIREBALL,UT,4/5/2013 20:00
69170,Simi Valley,ORANGE,LIGHT,CA,4/5/2013 20:00
69171,Fort Lauderdale,,CIRCLE,FL,4/5/2013 20:30
69172,Hilmar,RED ORANGE GREEN BLUE,TRIANGLE,CA,4/5/2013 20:30
69173,Kitty Hawk,YELLOW,LIGHT,NC,4/5/2013 20:30
69174,Pittsburgh,,CIRCLE,PA,4/5/2013 21:00
69175,Rock Springs,,OTHER,WY,4/5/2013 21:00
69176,Spartanburg,RED GREEN BLUE,CIRCLE,SC,4/5/2013 22:00
69177,Ft. Worth,,FIREBALL,TX,4/5/2013 23:36
69178,Minneapolis,,CIRCLE,MN,4/6/2013 0:00
69179,Houston,,CIRCLE,TX,4/6/2013 8:45
69180,Panama City Beach,,CIRCLE,FL,4/6/2013 9:25
69181,Brownsville,,DIAMOND,TX,4/6/2013 10:00
69182,Albuquerque,,CIRCLE,NM,4/6/2013 10:35
69183,Mesa,YELLOW,FORMATION,AZ,4/6/2013 10:59
69184,Philadelphia,,SPHERE,PA,4/6/2013 16:00
69185,Corydon,,SPHERE,IN,4/6/2013 19:45
69186,Casselberry,,OTHER,FL,4/6/2013 20:00
69187,Greenville,RED,LIGHT,SC,4/6/2013 20:00
69188,Huntington Beach,,,CA,4/6/2013 20:30
69189,Patten,ORANGE,LIGHT,ME,4/6/2013 20:30
69190,Floyd,,TRIANGLE,VA,4/6/2013 20:34
69191,Austin,,FIREBALL,TX,4/6/2013 20:55
69192,Del Valle,GREEN,CIRCLE,TX,4/6/2013 21:00
69193,Pittsburgh,,OVAL,PA,4/6/2013 21:00
69194,Fredericksburg,RED,OVAL,VA,4/6/2013 21:40
69195,Lebanon,,CIRCLE,PA,4/6/2013 21:58
69196,Redwood City,YELLOW,TRIANGLE,CA,4/6/2013 22:00
69197,Round Lake,,LIGHT,IL,4/6/2013 22:00
69198,Honesdale,ORANGE,FORMATION,PA,4/6/2013 22:05
69199,Pittsburgh,ORANGE,FORMATION,PA,4/6/2013 22:39
69200,Rockport,RED,CIRCLE,MA,4/6/2013 23:00
69201,Slidell,,FIREBALL,LA,4/6/2013 23:00
69202,Charleston,ORANGE,FORMATION,SC,4/6/2013 23:30
69203,Dawsonville,ORANGE,LIGHT,GA,4/6/2013 23:45
69204,Ocala,RED,LIGHT,FL,4/7/2013 1:00
69205,Sequim,YELLOW,FIREBALL,WA,4/7/2013 1:28
69206,Williamsport,BLUE,LIGHT,MD,4/7/2013 2:00
69207,Plantation,,,FL,4/7/2013 11:05
69208,La Puente,,LIGHT,CA,4/7/2013 20:45
69209,Stanardsville,,FIREBALL,VA,4/7/2013 22:15
69210,Indiana,,OVAL,IN,4/8/2013 5:00
69211,Port Clinton,,CYLINDER,OH,4/8/2013 17:00
69212,Northport,,LIGHT,AL,4/8/2013 19:07
69213,Pullman,,LIGHT,WA,4/8/2013 20:00
69214,Columbia,,OTHER,TN,4/8/2013 20:32
69215,Hattiesburg,,TRIANGLE,MS,4/8/2013 21:30
69216,Hendersville,,SPHERE,TN,4/8/2013 22:30
69217,Clarkston,,LIGHT,WA,4/8/2013 23:00
69218,Fairfield,,TRIANGLE,CA,4/8/2013 23:00
69219,Springfield,RED ORANGE,,MA,4/8/2013 23:08
69220,Burnsville,,OTHER,NC,4/9/2013 1:15
69221,Smith Center,YELLOW,DISK,KS,4/9/2013 14:00
69222,East Dennis,RED,CIRCLE,MA,4/9/2013 19:30
69223,Indian Wells,,SPHERE,CA,4/9/2013 20:00
69224,Chillicothe,ORANGE,SPHERE,OH,4/9/2013 21:00
69225,St. Louis,,CIRCLE,MO,4/9/2013 21:00
69226,Santa Barbara,,,CA,4/9/2013 21:15
69227,San Francisco,,FIREBALL,CA,4/9/2013 21:45
69228,Columbus,,RECTANGLE,OH,4/9/2013 21:50
69229,Columbia,,CIRCLE,PA,4/9/2013 22:00
69230,Los Alamitos,ORANGE,FIREBALL,CA,4/9/2013 22:00
69231,Redwood City,RED,CIGAR,CA,4/9/2013 22:00
69232,Winchester,,CIRCLE,VA,4/10/2013 1:00
69233,Medford,,SPHERE,MA,4/10/2013 12:00
69234,Seattle,,,WA,4/10/2013 18:00
69235,Clearwater,,CIRCLE,FL,4/10/2013 20:47
69236,Redlands,,LIGHT,CA,4/10/2013 21:12
69237,Bethany,,,OK,4/11/2013 0:00
69238,Burbank,,SPHERE,CA,4/11/2013 1:00
69239,Torrance,ORANGE,LIGHT,CA,4/11/2013 8:50
69240,Highlands Ranch,,TRIANGLE,CO,4/11/2013 21:00
69241,San Francisco,,TRIANGLE,CA,4/11/2013 22:00
69242,North Huntingdon,,FIREBALL,PA,4/11/2013 23:00
69243,Deerfield,,LIGHT,NY,4/11/2013 23:40
69244,Augusta,,CIRCLE,GA,4/12/2013 0:00
69245,Las Vegas,RED,FIREBALL,NV,4/12/2013 0:00
69246,Boston,RED YELLOW,OTHER,MA,4/12/2013 3:00
69247,Front Royal,,LIGHT,VA,4/12/2013 9:50
69248,Fernley,,TRIANGLE,NV,4/12/2013 13:00
69249,Provo,,CIRCLE,UT,4/12/2013 17:40
69250,Sacramento,,CIRCLE,CA,4/12/2013 20:00
69251,Ruskin,RED,OVAL,FL,4/12/2013 21:20
69252,Provo,,CHEVRON,UT,4/12/2013 21:28
69253,Warr Acres,,LIGHT,OK,4/12/2013 22:21
69254,Colorado Springs,,OTHER,CO,4/12/2013 22:30
69255,Livermore,BLUE,OTHER,CA,4/12/2013 23:00
69256,Austin,,LIGHT,TX,4/12/2013 23:45
69257,Webster City,YELLOW,LIGHT,IA,4/13/2013 5:25
69258,Charlotte,,RECTANGLE,NC,4/13/2013 11:40
69259,Nashville,,VARIOUS,TN,4/13/2013 11:45
69260,Nashville,,OTHER,TN,4/13/2013 15:45
69261,Bourbonnais,,FIREBALL,IL,4/13/2013 20:00
69262,Norfolk,ORANGE,LIGHT,VA,4/13/2013 20:15
69263,Holmen,,LIGHT,WI,4/13/2013 20:30
69264,Kenmore,,LIGHT,WA,4/13/2013 21:00
69265,Little Rock,ORANGE,OVAL,AR,4/13/2013 21:00
69266,Garland,,OVAL,TX,4/13/2013 21:45
69267,Albuquerque,,LIGHT,NM,4/13/2013 22:00
69268,Paragon,RED,SPHERE,IN,4/13/2013 22:00
69269,Carney,GREEN,LIGHT,MD,4/13/2013 22:23
69270,Wilbraham,ORANGE,FIREBALL,MA,4/13/2013 22:30
69271,Centreville,,OTHER,VA,4/13/2013 22:31
69272,Edgewater,,LIGHT,FL,4/13/2013 23:00
69273,Los Angeles,,FIREBALL,CA,4/13/2013 23:00
69274,New Castle,,FORMATION,PA,4/13/2013 23:14
69275,Chicago,ORANGE,,IL,4/13/2013 23:30
69276,Winona,ORANGE,FIREBALL,MN,4/13/2013 23:30
69277,Harrison Twp.,,SPHERE,MI,4/14/2013 0:00
69278,Kingston,,CIRCLE,NY,4/14/2013 0:00
69279,New Castle,ORANGE,LIGHT,PA,4/14/2013 0:30
69280,Bartlett,,,IL,4/14/2013 2:00
69281,Hayes,,LIGHT,VA,4/14/2013 4:15
69282,Norwalk,,OTHER,CT,4/14/2013 11:30
69283,Imperial Beach,RED,FIREBALL,CA,4/14/2013 20:00
69284,Oak Forest,RED,LIGHT,IL,4/14/2013 20:00
69285,Rockledge,ORANGE,SPHERE,PA,4/14/2013 20:07
69286,Oaks,ORANGE,CIRCLE,PA,4/14/2013 20:45
69287,Hudson Falls,,,NY,4/14/2013 20:53
69288,Oxford,YELLOW,FORMATION,OH,4/14/2013 20:57
69289,Saylorsburg,RED BLUE,LIGHT,PA,4/14/2013 21:30
69290,Colorado Springs,,,CO,4/14/2013 21:35
69291,Arlington,,CYLINDER,TX,4/14/2013 22:30
69292,Nelsonville,RED BLUE,SPHERE,OH,4/15/2013 10:25
69293,Nelsonville,RED BLUE,SPHERE,OH,4/15/2013 10:25
69294,Corbin,,SPHERE,KY,4/15/2013 20:00
69295,Jal,RED,LIGHT,NM,4/15/2013 20:00
69296,Gastonia,,LIGHT,NC,4/15/2013 21:30
69297,Thomasville,RED YELLOW GREEN BLUE,DISK,NC,4/15/2013 21:30
69298,Elgin,,DIAMOND,SC,4/15/2013 21:35
69299,Buffalo,,CYLINDER,MN,4/15/2013 23:00
69300,Everett,,FIREBALL,WA,4/15/2013 23:00
69301,Albion,RED,TRIANGLE,IN,4/15/2013 23:35
69302,Ramsey,,,MN,4/16/2013 0:00
69303,Johnsonville,RED ORANGE,VARIOUS,NY,4/16/2013 0:15
69304,Louisville,,CIRCLE,OH,4/16/2013 3:30
69305,Amston,,TRIANGLE,CT,4/16/2013 19:20
69306,Las Vegas,,LIGHT,NV,4/16/2013 19:45
69307,Ventura,,LIGHT,CA,4/16/2013 20:40
69308,Wilmington,,,CT,4/16/2013 21:08
69309,Placerville,ORANGE,CIRCLE,CA,4/16/2013 21:30
69310,Clayton,,CROSS,ID,4/16/2013 21:45
69311,Kahlotus,,FIREBALL,WA,4/16/2013 22:00
69312,Minnetonka,,CIRCLE,MN,4/16/2013 22:00
69313,Townsend,,CIGAR,MT,4/16/2013 22:00
69314,Bartlett,,TRIANGLE,IL,4/17/2013 0:00
69315,Ventura,,,CA,4/17/2013 2:52
69316,Little Falls,,DIAMOND,NJ,4/17/2013 10:15
69317,Surry,,CIRCLE,VA,4/17/2013 21:00
69318,Brownsville,BLUE,CIRCLE,PA,4/17/2013 21:25
69319,Brick,,CIRCLE,NJ,4/17/2013 21:30
69320,Stuarts Draft,,LIGHT,VA,4/17/2013 23:30
69321,Parker,,FIREBALL,AZ,4/18/2013 8:45
69322,Litchfield Park,,OTHER,AZ,4/18/2013 11:00
69323,Exeter,,DIAMOND,RI,4/18/2013 20:00
69324,Prescott,ORANGE,CIRCLE,AZ,4/18/2013 21:30
69325,Potosi,,,WI,4/18/2013 23:39
69326,Chatham,,OVAL,IL,4/18/2013 23:55
69327,Ludlow,,CIRCLE,OK,4/19/2013 0:00
69328,West Liberty,,LIGHT,KY,4/19/2013 5:30
69329,Santa Monica,,TRIANGLE,CA,4/19/2013 10:05
69330,rte 9,,OTHER,ME,4/19/2013 17:00
69331,New Durham,,,NH,4/19/2013 18:30
69332,Austin,RED,SPHERE,TX,4/19/2013 20:00
69333,Bay Point,,LIGHT,CA,4/19/2013 22:30
69334,West Valley,,FORMATION,UT,4/20/2013 0:00
69335,Allendorf,,LIGHT,IA,4/20/2013 3:20
69336,Tindall AFB,,LIGHT,FL,4/20/2013 10:30
69337,New York City,,DISK,NY,4/20/2013 17:00
69338,New Albany,,OVAL,IN,4/20/2013 19:00
69339,Hercules,RED ORANGE,SPHERE,CA,4/20/2013 20:30
69340,Oceanside,,OTHER,CA,4/20/2013 20:30
69341,Cardiff,ORANGE,SPHERE,CA,4/20/2013 21:00
69342,Avon,RED ORANGE,VARIOUS,OH,4/20/2013 21:20
69343,Vernon Hills,RED,TRIANGLE,IL,4/20/2013 21:25
69344,Hoffman estates,,LIGHT,IL,4/20/2013 22:00
69345,Newbury Park,,LIGHT,CA,4/20/2013 22:05
69346,Springfield,BLUE,LIGHT,OR,4/20/2013 22:15
69347,Shady Side,ORANGE,FIREBALL,MD,4/20/2013 22:20
69348,Bartlett,,SPHERE,NH,4/20/2013 23:00
69349,Northville,,FIREBALL,MI,4/20/2013 23:00
69350,Mesa,,CONE,AZ,4/20/2013 23:30
69351,Murfreesboro,,,TN,4/21/2013 0:00
69352,Paguate,,OTHER,NM,4/21/2013 0:00
69353,Las Cruces,,FIREBALL,NM,4/21/2013 2:00
69354,Tracy,ORANGE,OVAL,CA,4/21/2013 4:45
69355,Barkhamsted,,,CT,4/21/2013 10:30
69356,Palm Springs,,LIGHT,CA,4/21/2013 11:40
69357,Mandeville,,VARIOUS,LA,4/21/2013 20:00
69358,Barnstable,RED,DIAMOND,MA,4/21/2013 20:30
69359,Chandler,YELLOW,TRIANGLE,AZ,4/21/2013 20:30
69360,Deerfield,BLUE,LIGHT,MA,4/21/2013 20:30
69361,Albuquerque,RED GREEN,LIGHT,NM,4/21/2013 21:00
69362,Clinton Township,,OVAL,MI,4/21/2013 21:00
69363,Kekaha,,LIGHT,HI,4/21/2013 21:00
69364,Kekaha,,LIGHT,HI,4/21/2013 21:00
69365,Boston,GREEN,FIREBALL,MA,4/21/2013 21:30
69366,New York City,,LIGHT,NY,4/21/2013 21:50
69367,Hector,,RECTANGLE,MN,4/21/2013 22:00
69368,Attica,,OVAL,MI,4/21/2013 22:15
69369,multiple,,FORMATION,MA,4/21/2013 23:10
69370,Temecula,,CIRCLE,CA,4/21/2013 23:15
69371,Monroe Twp,,CIRCLE,NJ,4/21/2013 23:30
69372,Mineral Wells,,LIGHT,WV,4/21/2013 23:45
69373,Boulder,,DISK,CO,4/22/2013 2:04
69374,Phoenix,,SPHERE,AZ,4/22/2013 18:00
69375,Salem,BLUE,CIGAR,OR,4/22/2013 18:25
69376,Elk Grove,,CIGAR,CA,4/22/2013 21:00
69377,Litchfield,,TRIANGLE,ME,4/22/2013 21:00
69378,Superior,,FIREBALL,AZ,4/22/2013 21:00
69379,Memphis,,DIAMOND,TN,4/22/2013 22:00
69380,Arlington Heights,ORANGE,FORMATION,IL,4/22/2013 22:10
69381,Toledo,,LIGHT,OR,4/22/2013 22:15
69382,Lihue,,LIGHT,HI,4/22/2013 22:45
69383,Grand Rapids,ORANGE,OTHER,MI,4/22/2013 23:00
69384,Pearl River,GREEN,DIAMOND,LA,4/22/2013 23:50
69385,Exeter,,LIGHT,NE,4/23/2013 0:00
69386,Ypsilanti,RED,TRIANGLE,MI,4/23/2013 3:15
69387,Babson Park,ORANGE YELLOW,FIREBALL,FL,4/23/2013 20:50
69388,London,,TRIANGLE,KY,4/23/2013 21:00
69389,South Fulton,,CIRCLE,TN,4/23/2013 21:00
69390,Chesaprake,,SPHERE,VA,4/23/2013 21:55
69391,Lexington,RED BLUE,TRIANGLE,NC,4/23/2013 22:00
69392,Clinton,RED,TRIANGLE,NY,4/23/2013 23:00
69393,Jacksonville,,FIREBALL,FL,4/24/2013 0:00
69394,Stillwater,,LIGHT,OK,4/24/2013 0:00
69395,Rochester,,LIGHT,WA,4/24/2013 2:45
69396,Manchester,RED BLUE,CIRCLE,NJ,4/24/2013 3:30
69397,Elk County,,FIREBALL,KS,4/24/2013 6:00
69398,Monroe,RED,FORMATION,WA,4/24/2013 20:20
69399,Macungie,RED,,PA,4/24/2013 20:30
69400,Glendale,,TRIANGLE,AZ,4/24/2013 21:00
69401,Medford,BLUE,LIGHT,OR,4/24/2013 21:15
69402,Briggsville,,OTHER,AR,4/24/2013 21:20
69403,Hillsboro,RED,,OR,4/24/2013 21:45
69404,Grainfield,RED,TRIANGLE,KS,4/24/2013 22:00
69405,Carolina Beach,,LIGHT,NC,4/24/2013 22:45
69406,Carolina Beach,,CIRCLE,NC,4/24/2013 23:00
69407,Forsyth,,LIGHT,MO,4/24/2013 23:00
69408,Mondamin,ORANGE,CIRCLE,IA,4/25/2013 2:00
69409,Franklin,,SPHERE,WI,4/25/2013 5:30
69410,Bexley,ORANGE,LIGHT,OH,4/25/2013 7:35
69411,Indianapolis,RED,LIGHT,IN,4/25/2013 8:45
69412,Albuquerque,,RECTANGLE,NM,4/25/2013 9:28
69413,Foley,BLUE,FLASH,AL,4/25/2013 10:43
69414,Cherry Grove,ORANGE,TRIANGLE,SC,4/25/2013 20:00
69415,Conway,,CIRCLE,AR,4/25/2013 20:30
69416,Acton,RED,TRIANGLE,ME,4/25/2013 20:45
69417,Chattanooga,,CIRCLE,TN,4/25/2013 20:45
69418,Hayden,ORANGE BLUE,FIREBALL,ID,4/25/2013 21:15
69419,Leonardo,ORANGE,SPHERE,NJ,4/25/2013 21:15
69420,Prescott Valley,ORANGE,VARIOUS,AZ,4/25/2013 21:20
69421,Weston,,FIREBALL,FL,4/25/2013 21:24
69422,Escondido,ORANGE,CIRCLE,CA,4/25/2013 21:30
69423,Olalla,,SPHERE,WA,4/25/2013 21:30
69424,Phoenix,,CIRCLE,AZ,4/25/2013 22:30
69425,Englewood,,CYLINDER,CO,4/25/2013 23:50
69426,Quincy,,TRIANGLE,MA,4/26/2013 3:30
69427,"Huntington,beach",,DIAMOND,CA,4/26/2013 9:00
69428,Scappoose,,CIRCLE,OR,4/26/2013 11:46
69429,Lake Oswego,,LIGHT,OR,4/26/2013 20:00
69430,Birmingham,,LIGHT,AL,4/26/2013 20:20
69431,Beverly,YELLOW,CIRCLE,MA,4/26/2013 21:00
69432,Tucson,ORANGE,LIGHT,AZ,4/26/2013 21:00
69433,Minnetonka,,CIRCLE,MN,4/26/2013 21:15
69434,Myrtle Beach,,LIGHT,SC,4/26/2013 21:30
69435,Orlando,,DIAMOND,FL,4/26/2013 21:30
69436,Cornelius,ORANGE,CIRCLE,OR,4/26/2013 21:40
69437,Matamoras,,LIGHT,PA,4/26/2013 21:40
69438,Lynchburg,,TRIANGLE,VA,4/26/2013 22:00
69439,Toledo,,FIREBALL,OH,4/26/2013 22:00
69440,Blaine,,FORMATION,MN,4/26/2013 22:10
69441,Orem,RED,LIGHT,UT,4/26/2013 22:10
69442,Boise,,TRIANGLE,ID,4/26/2013 22:15
69443,Austin,,RECTANGLE,TX,4/26/2013 23:00
69444,Prattville,RED,LIGHT,AL,4/26/2013 23:00
69445,Prattville,,,AL,4/26/2013 23:13
69446,Lacey,RED,LIGHT,WA,4/26/2013 23:27
69447,Lacey,,SPHERE,WA,4/26/2013 23:27
69448,Prescott,ORANGE,FIREBALL,AZ,4/27/2013 0:00
69449,Scappoose,ORANGE,SPHERE,OR,4/27/2013 0:20
69450,Conway,RED,LIGHT,SC,4/27/2013 0:43
69451,Bandera,,LIGHT,TX,4/27/2013 1:00
69452,Lexington,ORANGE,CIRCLE,SC,4/27/2013 1:30
69453,Kelso,ORANGE,CIRCLE,WA,4/27/2013 2:00
69454,Snyder,,DISK,TX,4/27/2013 2:30
69455,Alloway,,LIGHT,NJ,4/27/2013 4:30
69456,Ocean Isle Beach,ORANGE,LIGHT,NC,4/27/2013 8:34
69457,Talahassee,,TRIANGLE,FL,4/27/2013 13:00
69458,Lake Wales,,LIGHT,FL,4/27/2013 19:00
69459,Allentown,RED,CIRCLE,PA,4/27/2013 19:45
69460,Temecula,,OVAL,CA,4/27/2013 20:30
69461,Crown Point,ORANGE,SPHERE,IN,4/27/2013 20:45
69462,Selleck,,FIREBALL,WA,4/27/2013 20:45
69463,Plano,,FIREBALL,IL,4/27/2013 20:53
69464,Edmond,,TRIANGLE,OK,4/27/2013 21:40
69465,Fairfax Station,,FIREBALL,VA,4/27/2013 21:45
69466,Sicklerville,,LIGHT,NJ,4/27/2013 21:45
69467,Sewell,,FORMATION,NJ,4/27/2013 21:50
69468,Pittsburgh,RED,CIRCLE,PA,4/27/2013 21:58
69469,Modesto,,,CA,4/27/2013 22:00
69470,New Britian,,LIGHT,CT,4/27/2013 22:00
69471,New Britian,ORANGE,LIGHT,CT,4/27/2013 22:00
69472,Union Town,,CIRCLE,OH,4/27/2013 22:00
69473,Minneapolis,BLUE,OTHER,MN,4/27/2013 23:00
69474,Apopka,ORANGE,LIGHT,FL,4/27/2013 23:15
69475,Caldwell,,TRIANGLE,ID,4/27/2013 23:30
69476,Albuquerque,,LIGHT,NM,4/28/2013 3:00
69477,Fresno,,LIGHT,CA,4/28/2013 4:15
69478,Largo,,SPHERE,MD,4/28/2013 10:30
69479,Safford,RED YELLOW BLUE,CIRCLE,AZ,4/28/2013 20:30
69480,Lake Wales,,LIGHT,FL,4/28/2013 20:45
69481,Albuquerque,,LIGHT,NM,4/28/2013 21:00
69482,Bayonne,RED,LIGHT,NJ,4/28/2013 21:00
69483,Chattanooga,,TRIANGLE,TN,4/28/2013 21:00
69484,Saint Petersburg,,FIREBALL,FL,4/28/2013 21:20
69485,Grants Pass,RED YELLOW,LIGHT,OR,4/28/2013 21:26
69486,Albuquerque,,LIGHT,NM,4/28/2013 21:30
69487,Englewood,RED,,FL,4/28/2013 21:30
69488,Wakarusa,,SPHERE,IN,4/28/2013 21:30
69489,Cedar Rapids,,LIGHT,IA,4/28/2013 23:30
69490,Sunnyvale,,CIRCLE,CA,4/29/2013 0:50
69491,Sunnyvale,ORANGE,CIRCLE,CA,4/29/2013 0:50
69492,Irvine,,,CA,4/29/2013 3:00
69493,St. Francis,,CIGAR,MN,4/29/2013 8:00
69494,Santa Fe,ORANGE,LIGHT,NM,4/29/2013 10:50
69495,San Antonio,,FIREBALL,TX,4/29/2013 19:15
69496,Davenport,,FIREBALL,FL,4/29/2013 20:05
69497,Oxford,,CIRCLE,MS,4/29/2013 20:15
69498,Mercey Hot Springs,,LIGHT,CA,4/29/2013 21:30
69499,Viola,YELLOW,CROSS,KS,4/29/2013 22:00
69500,Kuna,,LIGHT,ID,4/29/2013 22:05
69501,Batavia,,CIRCLE,IL,4/30/2013 2:19
69502,Cambridge,,TRIANGLE,MN,4/30/2013 9:30
69503,Culver CIty,,CIGAR,CA,4/30/2013 20:08
69504,Goldendale,,,WA,4/30/2013 21:00
69505,Smithton,,TRIANGLE,MO,4/30/2013 21:40
69506,Bastrop,,FORMATION,TX,4/30/2013 22:00
69507,Carteret,,TRIANGLE,NJ,4/30/2013 22:28
69508,Carteret,,TRIANGLE,NJ,4/30/2013 23:10
69509,Covington,,SPHERE,PA,5/1/2013 0:00
69510,Rockville,,TRIANGLE,MD,5/1/2013 0:00
69511,Stillwater,,LIGHT,OK,5/1/2013 3:20
69512,Collegeville,ORANGE,,CA,5/1/2013 4:00
69513,Grass Valley,RED,OTHER,CA,5/1/2013 10:10
69514,New York City,,FLASH,NY,5/1/2013 14:00
69515,New Haven,,OTHER,CT,5/1/2013 20:00
69516,Dacula,ORANGE,FIREBALL,GA,5/1/2013 20:20
69517,Elmont,,TRIANGLE,NY,5/1/2013 21:25
69518,Merrimack,,SPHERE,NH,5/1/2013 21:30
69519,Sauk City,,OVAL,WI,5/1/2013 21:30
69520,Essex Junction,,OVAL,VT,5/1/2013 21:43
69521,Towanda,RED,FIREBALL,IL,5/1/2013 21:53
69522,Grand Blanc,,,MI,5/1/2013 22:00
69523,Toledo,,OVAL,OH,5/1/2013 22:00
69524,Fort Dodge,,FLASH,IA,5/2/2013 2:15
69525,Littleton,,CIRCLE,CO,5/2/2013 16:17
69526,Gillette,,LIGHT,WY,5/2/2013 19:45
69527,Hobart,RED,CIRCLE,IN,5/2/2013 21:00
69528,Honolulu,,OTHER,HI,5/2/2013 21:00
69529,Santa Maria,,TEARDROP,CA,5/3/2013 0:00
69530,Seattle,,OTHER,WA,5/3/2013 1:05
69531,Venice,ORANGE,FIREBALL,CA,5/3/2013 2:30
69532,Barre,,LIGHT,VT,5/3/2013 8:30
69533,Richmond,,FIREBALL,VA,5/3/2013 8:45
69534,West Jordan,,TRIANGLE,UT,5/3/2013 13:30
69535,Taunton,,,MA,5/3/2013 19:20
69536,Medford,,CYLINDER,NY,5/3/2013 19:30
69537,Hiawatha,,TRIANGLE,IA,5/3/2013 20:00
69538,Exton,,LIGHT,PA,5/3/2013 21:00
69539,Furlong,,SPHERE,PA,5/3/2013 21:00
69540,Riverton,RED ORANGE,CIRCLE,UT,5/3/2013 21:00
69541,Riverton,,FORMATION,UT,5/3/2013 21:00
69542,Simpsonville,,,KY,5/3/2013 21:00
69543,Huntington Beach,,TRIANGLE,CA,5/3/2013 21:15
69544,Fredericksburg,,LIGHT,VA,5/3/2013 21:23
69545,Burlington,,SPHERE,WA,5/3/2013 21:45
69546,San Tan Valley,ORANGE,CIRCLE,AZ,5/3/2013 21:45
69547,Elverson,,LIGHT,PA,5/3/2013 22:05
69548,Mission Viejo,ORANGE,SPHERE,CA,5/3/2013 22:30
69549,Belchertown,,FIREBALL,MA,5/3/2013 23:00
69550,Marina Del Rey,,FIREBALL,CA,5/4/2013 0:13
69551,Idaho Falls,,CHEVRON,ID,5/4/2013 2:00
69552,Bremerton,RED,,WA,5/4/2013 2:45
69553,Reno,,OVAL,NV,5/4/2013 3:00
69554,Hooksett,,FIREBALL,NH,5/4/2013 3:18
69555,Lyons,,CIRCLE,KS,5/4/2013 4:30
69556,Ithaca,RED,CIRCLE,NY,5/4/2013 9:45
69557,Windham,,FIREBALL,ME,5/4/2013 20:00
69558,Florissant,,FIREBALL,MO,5/4/2013 20:30
69559,Manchester,,LIGHT,NH,5/4/2013 20:30
69560,Furlong,,OTHER,PA,5/4/2013 20:45
69561,Aloha,,FORMATION,OR,5/4/2013 21:00
69562,Brunswick,ORANGE,FIREBALL,OH,5/4/2013 21:00
69563,Mcelhattan,,SPHERE,PA,5/4/2013 21:00
69564,Sacramento,,LIGHT,CA,5/4/2013 21:00
69565,Sycamore,,FIREBALL,IL,5/4/2013 21:00
69566,Aurora,,TRIANGLE,OR,5/4/2013 21:10
69567,Baldwinsville,ORANGE,,NY,5/4/2013 21:30
69568,Joliet,,FIREBALL,IL,5/4/2013 21:30
69569,Williamsville,BLUE,OVAL,NY,5/4/2013 21:30
69570,Austin,,TRIANGLE,TX,5/4/2013 21:35
69571,Newport,,FIREBALL,OR,5/4/2013 21:53
69572,Eagle,GREEN,RECTANGLE,ID,5/4/2013 22:00
69573,Greenwood,RED ORANGE GREEN,FIREBALL,IN,5/4/2013 22:00
69574,Montgomery,,CIRCLE,TX,5/4/2013 22:00
69575,O'Fallon,,FLASH,IL,5/4/2013 22:00
69576,Portland,,LIGHT,OR,5/4/2013 22:00
69577,Boynton Beach,ORANGE,FIREBALL,FL,5/4/2013 22:30
69578,Grand Rapids,YELLOW,OTHER,MI,5/4/2013 22:30
69579,Huntington Beach,,FIREBALL,CA,5/4/2013 23:00
69580,Laveen,RED,FORMATION,AZ,5/4/2013 23:00
69581,Coos Bay,,,OR,5/4/2013 23:20
69582,Florence,ORANGE,LIGHT,OR,5/4/2013 23:30
69583,Austin,,OTHER,TX,5/4/2013 23:50
69584,Big Bay,,CIRCLE,MI,5/4/2013 23:50
69585,Midlothian,RED ORANGE,OVAL,IL,5/5/2013 0:00
69586,Rio Verde,,CIRCLE,AZ,5/5/2013 0:00
69587,La Crosse,ORANGE,LIGHT,WI,5/5/2013 0:30
69588,Sacramento,,,CA,5/5/2013 1:35
69589,Pittsfield,,TRIANGLE,MA,5/5/2013 12:00
69590,Danvers,,OVAL,MA,5/5/2013 16:00
69591,West Miami,,,FL,5/5/2013 17:00
69592,Lafayette,,CIRCLE,LA,5/5/2013 19:20
69593,Boca Raton,ORANGE,FIREBALL,FL,5/5/2013 21:10
69594,Hollywood,,LIGHT,FL,5/5/2013 21:15
69595,Wylie,,TRIANGLE,TX,5/5/2013 21:30
69596,Auburn,,SPHERE,WA,5/5/2013 22:00
69597,Austin,,TRIANGLE,TX,5/5/2013 22:00
69598,Corralitos,,,CA,5/5/2013 22:00
69599,West Haven,GREEN,FIREBALL,UT,5/5/2013 23:00
69600,Portland,RED,TEARDROP,OR,5/5/2013 23:20
69601,Yukon,,RECTANGLE,OK,5/5/2013 23:30
69602,Princeton,,TEARDROP,TX,5/6/2013 0:00
69603,Orlando,,FORMATION,FL,5/6/2013 5:30
69604,Florence,,VARIOUS,SC,5/6/2013 5:45
69605,Gardner,,LIGHT,MA,5/6/2013 16:50
69606,St. Albans,,DISK,VT,5/6/2013 22:00
